FBgn	Chr	Start	Stop	Strand
FBgn0010531	2R	5633299	5634375	-
FBgn0050011	2R	5637159	5649301	+
FBgn0033490	2R	5649792	5650812	+
FBgn0026388	2R	5651240	5653847	+
FBgn0033491	2R	5654153	5658025	+
FBgn0033494	2R	5657706	5666684	-
FBgn0033495	2R	5668183	5670693	-
FBgn0000448	2R	5717249	5745204	-
FBgn0033497	2R	5745687	5746025	-
FBgn0005619	2R	5752682	5757896	+
FBgn0033498	2R	5757886	5759285	-
FBgn0033499	2R	5759945	5760973	+
FBgn0033500	2R	5761069	5766657	+
FBgn0003660	2R	5761290	5764222	-
FBgn0033501	2R	5768502	5773089	+
FBgn0050009	2R	5773128	5775639	-
FBgn0033502	2R	5778682	5781020	+
FBgn0033504	2R	5780836	5818841	+
FBgn0028426	2R	5818842	5821584	-
FBgn0033507	2R	5821937	5822958	+
FBgn0033508	2R	5822985	5823836	-
FBgn0026403	2R	5825731	5833713	+
FBgn0033510	2R	5835594	5851328	-
FBgn0033511	2R	5865181	5866202	+
FBgn0033512	2R	5866533	5867644	-
FBgn0033513	2R	5867982	5869551	-
FBgn0041242	2R	5873998	5875397	+
FBgn0033515	2R	5888941	5891922	-
FBgn0040771	2R	5899943	5900227	-
FBgn0033516	2R	5918788	5919258	-
FBgn0053477	2R	5920968	5921564	-
FBgn0053476	2R	5921798	5922383	-
FBgn0053475	2R	5922583	5923026	-
FBgn0033517	2R	5924045	5924705	-
FBgn0033518	2R	5930531	5931586	+
FBgn0033519	2R	5932315	5932880	-
FBgn0053474	2R	5934046	5934651	+
FBgn0033520	2R	5936249	5937284	+
FBgn0033521	2R	5938695	5939726	-
FBgn0033522	2R	5941525	5948396	+
FBgn0033523	2R	5948475	5949172	-
FBgn0001122	2R	5949774	5975605	+
FBgn0033524	2R	5961155	5970697	-
FBgn0033526	2R	5977956	5980302	-
FBgn0033527	2R	5980432	5981463	+
FBgn0027842	2R	5981286	5990381	-
FBgn0050320	2R	5988229	5989083	-
FBgn0033528	2R	5990815	5991920	-
FBgn0033529	2R	5991973	5993706	+
FBgn0005630	2R	5994020	6055075	-
FBgn0004399	2R	6069717	6128068	+
FBgn0033538	2R	6129477	6157120	+
FBgn0033539	2R	6157721	6161323	-
FBgn0033540	2R	6161632	6164546	+
FBgn0033541	2R	6164819	6165652	+
FBgn0024836	2R	6221813	6237048	+
FBgn0005586	2R	6237235	6245097	-
FBgn0033542	2R	6241177	6243185	+
FBgn0033543	2R	6245482	6246821	-
FBgn0033544	2R	6247263	6254283	+
FBgn0024956	2R	6254524	6255741	-
FBgn0053144	2R	6256303	6298752	-
FBgn0050018	2R	6307366	6308982	+
FBgn0027499	2R	6316326	6324832	-
FBgn0033547	2R	6325300	6326562	+
FBgn0033548	2R	6326459	6326797	-
FBgn0033549	2R	6327001	6328131	+
FBgn0033550	2R	6328023	6329237	-
FBgn0033551	2R	6329458	6331689	+
FBgn0033552	2R	6331933	6335780	-
FBgn0029134	2R	6335871	6337087	+
FBgn0033554	2R	6337092	6337517	-
FBgn0033555	2R	6337578	6338316	+
FBgn0033556	2R	6338490	6339170	-
FBgn0033557	2R	6339507	6343551	+
FBgn0033558	2R	6343336	6350143	-
FBgn0027525	2R	6352913	6354633	-
FBgn0050015	2R	6355001	6390631	-
FBgn0050017	2R	6386471	6388276	-
FBgn0050016	2R	6390882	6391278	-
FBgn0033562	2R	6391661	6393516	+
FBgn0010356	2R	6393210	6395577	-
FBgn0033564	2R	6395898	6400799	+
FBgn0061356	2R	6395898	6400844	+
FBgn0033566	2R	6400926	6402282	+
FBgn0050020	2R	6402722	6409098	+
FBgn0017414	2R	6408930	6410267	-
FBgn0033569	2R	6410418	6413129	+
FBgn0033570	2R	6413043	6413790	-
FBgn0033571	2R	6414149	6414965	-
FBgn0033572	2R	6419568	6421398	+
FBgn0033573	2R	6425830	6426392	+
FBgn0033574	2R	6456092	6457573	-
FBgn0040765	2R	6498683	6615910	-
FBgn0040766	2R	6596956	6597123	+
FBgn0050490	2R	6632222	6635603	-
FBgn0050489	2R	6636012	6637755	-
FBgn0053503	2R	6639561	6641521	-
FBgn0033578	2R	6651835	6655168	+
FBgn0033579	2R	6655776	6659578	-
FBgn0033580	2R	6662275	6662710	+
FBgn0033581	2R	6663504	6665963	-
FBgn0040764	2R	6670835	6671133	+
FBgn0003396	2R	6689727	6733320	+
FBgn0033582	2R	6733320	6735120	-
FBgn0037084	2R	6735448	6738389	+
FBgn0033584	2R	6738778	6742653	+
FBgn0050021	2R	6742364	6748408	-
FBgn0033587	2R	6749171	6749611	-
FBgn0033588	2R	6749910	6750317	+
FBgn0033589	2R	6751161	6751559	+
FBgn0033590	2R	6752106	6752590	-
FBgn0033591	2R	6754014	6754901	-
FBgn0033592	2R	6755575	6755925	-
FBgn0033593	2R	6757647	6758102	-
FBgn0033594	2R	6760197	6760910	+
FBgn0050029	2R	6762024	6762563	+
FBgn0033596	2R	6764033	6764519	+
FBgn0026386	2R	6766275	6767822	+
FBgn0033597	2R	6768034	6768798	-
FBgn0033598	2R	6771076	6771893	+
FBgn0033599	2R	6772496	6774583	+
FBgn0033600	2R	6775224	6775746	-
FBgn0033601	2R	6777220	6777697	-
FBgn0033602	2R	6781032	6782768	+
FBgn0033603	2R	6782997	6786650	-
FBgn0050027	2R	6788257	6788945	-
FBgn0010423	2R	6789943	6791198	-
FBgn0033604	2R	6793858	6794348	-
FBgn0033605	2R	6794800	6795508	-
FBgn0041174	2R	6795633	6796940	+
FBgn0033607	2R	6796384	6799863	-
FBgn0033608	2R	6800323	6801007	+
FBgn0033609	2R	6801055	6805655	-
FBgn0033610	2R	6805592	6806943	-
FBgn0015582	2R	6806892	6809078	-
FBgn0050033	2R	6808435	6809500	+
FBgn0040763	2R	6809555	6810304	-
FBgn0033613	2R	6810451	6813382	-
FBgn0033612	2R	6811306	6811719	-
FBgn0033615	2R	6817828	6821514	+
FBgn0033614	2R	6818154	6818883	-
FBgn0025373	2R	6821409	6823472	-
FBgn0033616	2R	6823791	6825740	+
FBgn0016047	2R	6826354	6834582	-
FBgn0026385	2R	6835617	6837219	-
FBgn0003382	2R	6845169	6851884	+
FBgn0043470	2R	6852755	6853703	+
FBgn0043471	2R	6853800	6854591	-
FBgn0011556	2R	6855090	6856035	-
FBgn0011554	2R	6856542	6857330	-
FBgn0011555	2R	6857609	6858663	-
FBgn0003863	2R	6860158	6861022	-
FBgn0010425	2R	6861136	6861969	-
FBgn0010357	2R	6862246	6863043	+
FBgn0010359	2R	6864967	6865776	-
FBgn0050031	2R	6866731	6867495	+
FBgn0050025	2R	6869505	6870266	-
FBgn0010358	2R	6871240	6872035	+
FBgn0033623	2R	6872021	6872400	-
FBgn0015001	2R	6872629	6873443	+
FBgn0011987	2R	6873471	6873557	-
FBgn0033624	2R	6873807	6875060	-
FBgn0001276	2R	6875426	6875992	-
FBgn0024188	2R	6876605	6877786	+
FBgn0041241	2R	6877807	6879176	+
FBgn0033627	2R	6882618	6886191	+
FBgn0021795	2R	6886193	6887077	-
FBgn0033628	2R	6889886	6893016	+
FBgn0033629	2R	6893438	6894934	-
FBgn0033630	2R	6896447	6897119	-
FBgn0033631	2R	6897224	6900015	-
FBgn0082585	2R	6900640	6913337	-
FBgn0050022	2R	6903223	6904684	-
FBgn0050257	2R	6910260	6910331	+
FBgn0050506	2R	6915677	6915748	-
FBgn0033633	2R	6921593	6923992	+
FBgn0050026	2R	6924570	6925341	-
FBgn0054054	2R	6925761	6926330	-
FBgn0015872	2R	6927849	6945548	-
FBgn0040503	2R	6930659	6931369	+
FBgn0033635	2R	6952153	6958130	+
FBgn0053472	2R	6958433	6967521	+
FBgn0000581	2R	6968124	6979937	+
FBgn0001269	2R	6990372	7023090	+
FBgn0050034	2R	7032086	7037955	-
FBgn0000577	2R	7039911	7044117	-
FBgn0033636	2R	7094789	7131738	-
FBgn0065063	2R	7107248	7107290	-
FBgn0021848	2R	7132776	7134917	-
FBgn0033638	2R	7136095	7148477	-
FBgn0033639	2R	7159096	7161556	-
FBgn0050254	2R	7168274	7168346	-
FBgn0011915	2R	7168556	7168628	+
FBgn0044020	2R	7168733	7195259	-
FBgn0033640	2R	7170805	7171669	+
FBgn0011916	2R	7176470	7176542	-
FBgn0050035	2R	7181661	7190689	+
FBgn0033644	2R	7191867	7193942	+
FBgn0040491	2R	7195380	7204666	+
FBgn0033645	2R	7200056	7202339	-
FBgn0010516	2R	7204834	7206782	-
FBgn0062449	2R	7207203	7211360	+
FBgn0053471	2R	7214999	7216224	-
FBgn0033648	2R	7216554	7218356	-
FBgn0033649	2R	7239830	7242207	+
FBgn0033650	2R	7284360	7285468	+
FBgn0033651	2R	7303715	7305400	-
FBgn0033652	2R	7306276	7327775	+
FBgn0033653	2R	7341323	7342704	+
FBgn0033654	2R	7343070	7355437	-
FBgn0033656	2R	7358008	7360145	-
FBgn0033657	2R	7361233	7368231	+
FBgn0013756	2R	7368526	7376766	+
FBgn0033658	2R	7378440	7379155	-
FBgn0033659	2R	7381102	7382290	-
FBgn0033661	2R	7383783	7401353	-
FBgn0033662	2R	7402018	7403414	+
FBgn0033663	2R	7403470	7406922	-
FBgn0000556	2R	7407999	7411518	+
FBgn0015543	2R	7409030	7409102	+
FBgn0050038	2R	7411902	7413143	-
FBgn0033664	2R	7412749	7419821	-
FBgn0033665	2R	7415426	7417306	+
FBgn0033667	2R	7420230	7428682	-
FBgn0033668	2R	7455391	7483344	+
FBgn0033669	2R	7483243	7484750	-
FBgn0026573	2R	7486581	7493638	+
FBgn0050036	2R	7493635	7494856	-
FBgn0050037	2R	7495072	7496392	-
FBgn0053145	2R	7496488	7498859	-
FBgn0011704	2R	7499048	7501350	-
FBgn0033672	2R	7502621	7504663	-
FBgn0033673	2R	7505040	7507348	+
FBgn0004839	2R	7517385	7535731	-
FBgn0033674	2R	7539053	7541177	-
FBgn0033675	2R	7541488	7543595	-
FBgn0033676	2R	7543899	7549603	+
FBgn0033677	2R	7549855	7552167	+
FBgn0010339	2R	7553213	7554760	+
FBgn0004463	2R	7554997	7558540	+
FBgn0024732	2R	7560521	7566080	+
FBgn0050039	2R	7566882	7567662	-
FBgn0028407	2R	7568851	7578776	+
FBgn0033679	2R	7580470	7595448	-
FBgn0033680	2R	7597183	7597964	+
FBgn0033681	2R	7606529	7634779	-
FBgn0033683	2R	7654709	7655183	+
FBgn0026176	2R	7655291	7655969	-
FBgn0027495	2R	7656512	7659236	+
FBgn0033685	2R	7659257	7660341	-
FBgn0033686	2R	7661633	7668661	+
FBgn0027504	2R	7661926	7666964	-
FBgn0033687	2R	7669368	7670133	+
FBgn0033688	2R	7670158	7678600	-
FBgn0014184	2R	7682479	7690169	-
FBgn0023167	2R	7684633	7685916	+
FBgn0082176	2R	7686070	7686092	-
FBgn0082175	2R	7686116	7686137	+
FBgn0067710	2R	7686116	7686137	-
FBgn0082177	2R	7686290	7686312	-
FBgn0069126	2R	7686334	7686355	+
FBgn0067711	2R	7686334	7686355	-
FBgn0010621	2R	7690683	7693441	+
FBgn0033690	2R	7693352	7694437	-
FBgn0033691	2R	7695382	7695745	-
FBgn0033692	2R	7696547	7698286	+
FBgn0053964	2R	7698546	7701413	+
FBgn0033693	2R	7698546	7701413	+
FBgn0000426	2R	7699753	7700180	-
FBgn0025454	2R	7701570	7704336	+
FBgn0033696	2R	7704659	7706269	-
FBgn0033697	2R	7706589	7708160	+
FBgn0033698	2R	7708274	7714745	-
FBgn0033699	2R	7714926	7716735	-
FBgn0000425	2R	7715081	7715382	+
FBgn0020377	2R	7724761	7727132	-
FBgn0033701	2R	7729937	7730257	+
FBgn0033702	2R	7740366	7742753	-
FBgn0033703	2R	7756316	7756669	+
FBgn0033704	2R	7757149	7759180	+
FBgn0033705	2R	7769899	7771599	+
FBgn0033706	2R	7773189	7774609	+
FBgn0000253	2R	7775315	7790532	+
FBgn0033707	2R	7809324	7813620	+
FBgn0033708	2R	7814685	7818143	-
FBgn0061197	2R	7818444	7822176	-
FBgn0033710	2R	7822431	7826319	+
FBgn0050203	2R	7826632	7829724	+
FBgn0050046	2R	7830026	7833138	+
FBgn0033712	2R	7837219	7838422	+
FBgn0033713	2R	7838414	7842165	-
FBgn0033714	2R	7842581	7849729	+
FBgn0050249	2R	7849833	7849904	-
FBgn0050250	2R	7850141	7850212	-
FBgn0050251	2R	7850902	7850973	-
FBgn0033715	2R	7851256	7852112	+
FBgn0011878	2R	7852325	7852396	+
FBgn0011877	2R	7852640	7852711	+
FBgn0054021	2R	7852894	7853448	+
FBgn0033716	2R	7853709	7855452	+
FBgn0033717	2R	7855517	7860520	-
FBgn0033718	2R	7860993	7866985	+
FBgn0050047	2R	7867748	7871199	+
FBgn0050049	2R	7871708	7874879	+
FBgn0050043	2R	7875360	7879072	+
FBgn0053013	2R	7879386	7882291	+
FBgn0053012	2R	7883305	7886740	+
FBgn0033720	2R	7887503	7890999	+
FBgn0033721	2R	7891196	7891598	+
FBgn0050045	2R	7892018	7894137	+
FBgn0050042	2R	7894364	7895248	+
FBgn0033723	2R	7895556	7896328	-
FBgn0033724	2R	7899527	7900427	+
FBgn0033725	2R	7902886	7905966	+
FBgn0033726	2R	7906940	7907561	-
FBgn0033727	2R	7909390	7910749	+
FBgn0050048	2R	7910849	7915013	+
FBgn0033728	2R	7918122	7921022	+
FBgn0033729	2R	7921912	7922350	+
FBgn0033730	2R	7923743	7924440	+
FBgn0050050	2R	7924803	7925561	+
FBgn0053626	2R	7925986	7926603	+
FBgn0053627	2R	7926918	7927585	+
FBgn0033731	2R	7929969	7930760	+
FBgn0033732	2R	7932362	7934049	+
FBgn0033733	2R	7936554	7938390	-
FBgn0033734	2R	7938892	7941371	+
FBgn0033735	2R	7941365	7942888	+
FBgn0033736	2R	7942789	7943768	-
FBgn0033737	2R	7944354	7947002	-
FBgn0033738	2R	7947809	7952484	-
FBgn0050051	2R	7951990	7952754	+
FBgn0033739	2R	7953242	7968830	+
FBgn0050334	2R	7956573	7957180	-
FBgn0010238	2R	7969098	7981556	+
FBgn0033740	2R	7981579	7987682	-
FBgn0033741	2R	7984547	7987629	+
FBgn0033742	2R	7987822	7989723	+
FBgn0033744	2R	8000264	8001994	+
FBgn0045063	2R	8003655	8023243	-
FBgn0050044	2R	8011432	8017374	+
FBgn0033748	2R	8023798	8026713	-
FBgn0033749	2R	8027437	8030958	-
FBgn0033750	2R	8031286	8033191	+
FBgn0033751	2R	8033162	8034825	-
FBgn0033752	2R	8035056	8037533	+
FBgn0053632	2R	8037930	8038638	+
FBgn0011592	2R	8044963	8080093	+
FBgn0053752	2R	8061596	8062208	+
FBgn0050056	2R	8077992	8078568	+
FBgn0053775	2R	8080131	8080808	-
FBgn0033753	2R	8082094	8084968	+
FBgn0033754	2R	8084917	8085774	-
FBgn0003527	2R	8086263	8087873	+
FBgn0033755	2R	8088019	8091215	+
FBgn0022764	2R	8091145	8108799	-
FBgn0050055	2R	8105210	8106618	+
FBgn0027356	2R	8109490	8127980	+
FBgn0004435	2R	8128648	8136208	+
FBgn0050054	2R	8139679	8141259	+
FBgn0033756	2R	8141740	8144526	+
FBgn0033757	2R	8144874	8148285	-
FBgn0053792	2R	8148581	8149361	+
FBgn0028683	2R	8149524	8151948	+
FBgn0061359	2R	8150070	8152068	-
FBgn0061360	2R	8150070	8152068	-
FBgn0011604	2R	8152525	8156535	+
FBgn0033760	2R	8156597	8164120	-
FBgn0033761	2R	8167212	8168389	-
FBgn0033762	2R	8168714	8171650	+
FBgn0033763	2R	8171863	8175255	+
FBgn0033764	2R	8175489	8223836	-
FBgn0033765	2R	8186512	8195496	-
FBgn0033766	2R	8195952	8202072	-
FBgn0033767	2R	8202516	8204699	+
FBgn0050053	2R	8204702	8205765	-
FBgn0050052	2R	8205966	8206838	-
FBgn0033769	2R	8207214	8208595	-
FBgn0033770	2R	8216002	8216761	+
FBgn0033771	2R	8250316	8251477	+
FBgn0033772	2R	8264347	8267456	+
FBgn0033773	2R	8267601	8268809	-
FBgn0026619	2R	8268932	8272317	-
FBgn0026741	2R	8272306	8273080	+
FBgn0011227	2R	8273038	8273430	-
FBgn0020930	2R	8273453	8275628	+
FBgn0017565	2R	8275600	8276779	-
FBgn0033774	2R	8278019	8279732	+
FBgn0003326	2R	8296451	8317917	+
FBgn0040755	2R	8322584	8323718	+
FBgn0033775	2R	8356743	8358428	-
FBgn0028963	2R	8359046	8360474	+
FBgn0033776	2R	8361451	8362503	-
FBgn0050488	2R	8362846	8363925	-
FBgn0050486	2R	8363980	8364872	-
FBgn0033777	2R	8365265	8385330	-
FBgn0000181	2R	8386144	8388010	+
FBgn0033778	2R	8388691	8390920	-
FBgn0025692	2R	8391065	8392873	-
FBgn0013305	2R	8392998	8395730	-
FBgn0002069	2R	8396226	8399077	+
FBgn0003975	2R	8400196	8415302	+
FBgn0010488	2R	8431904	8439147	+
FBgn0033781	2R	8439811	8440571	+
FBgn0033782	2R	8444770	8446553	+
FBgn0033783	2R	8446817	8449952	-
FBgn0033784	2R	8450134	8452434	-
FBgn0033785	2R	8452802	8456319	+
FBgn0050487	2R	8453573	8454250	-
FBgn0004512	2R	8456237	8462251	-
FBgn0033786	2R	8464561	8468193	-
FBgn0033787	2R	8469463	8471082	+
FBgn0005624	2R	8482217	8496896	-
FBgn0053798	2R	8509804	8510529	+
FBgn0008654	2R	8513030	8523721	+
FBgn0033788	2R	8562785	8563195	-
FBgn0033789	2R	8565049	8565525	-
FBgn0033791	2R	8572469	8595445	-
FBgn0033792	2R	8632212	8641687	+
FBgn0033793	2R	8643819	8644961	-
FBgn0033794	2R	8645418	8648362	-
FBgn0033795	2R	8649026	8676098	+
FBgn0013955	2R	8658739	8668563	-
FBgn0053007	2R	8662120	8664187	-
FBgn0020370	2R	8668795	8674997	-
FBgn0020391	2R	8675645	8678736	+
FBgn0033798	2R	8679379	8679750	-
FBgn0033799	2R	8679963	8682513	-
FBgn0033800	2R	8684407	8686445	+
FBgn0053138	2R	8687308	8690707	+
FBgn0053137	2R	8691101	8691982	+
FBgn0033802	2R	8691999	8701719	-
FBgn0028991	2R	8695589	8705981	-
FBgn0053182	2R	8702123	8714183	-
FBgn0027079	2R	8714758	8718619	+
FBgn0005654	2R	8718633	8722429	-
FBgn0033806	2R	8722663	8726383	+
FBgn0050058	2R	8726262	8727284	-
FBgn0033807	2R	8728239	8730391	-
FBgn0033808	2R	8730929	8731489	+
FBgn0033809	2R	8731561	8735154	-
FBgn0033810	2R	8735397	8736132	-
FBgn0040754	2R	8736231	8736925	+
FBgn0043010	2R	8736846	8738366	-
FBgn0011763	2R	8738304	8744116	+
FBgn0033812	2R	8744174	8746135	-
FBgn0033813	2R	8746490	8747572	+
FBgn0033814	2R	8747663	8750949	-
FBgn0033815	2R	8751769	8752828	+
FBgn0033816	2R	8753162	8755374	-
FBgn0033817	2R	8755635	8756925	+
FBgn0002789	2R	8762559	8763680	+
FBgn0033818	2R	8764801	8767616	-
FBgn0033819	2R	8767753	8770244	-
FBgn0033820	2R	8772490	8773353	+
FBgn0033821	2R	8773793	8774399	+
FBgn0033822	2R	8778391	8780246	+
FBgn0033823	2R	8780303	8781447	+
FBgn0052843	2R	8783704	8811831	-
FBgn0033826	2R	8813142	8814374	-
FBgn0033827	2R	8815562	8817379	+
FBgn0067726	2R	8845327	8845348	-
FBgn0067725	2R	8845367	8845387	-
FBgn0033828	2R	8869716	8870240	-
FBgn0033830	2R	8891878	8893621	-
FBgn0033831	2R	8905760	8907541	-
FBgn0033832	2R	8908437	8909125	-
FBgn0041579	2R	8909612	8910586	+
FBgn0033834	2R	8910493	8915275	-
FBgn0033835	2R	8922913	8924010	+
FBgn0033836	2R	8923949	8925860	-
FBgn0053470	2R	8927640	8928737	+
FBgn0050059	2R	8928678	8930514	-
FBgn0033837	2R	8930882	8954952	-
FBgn0050060	2R	8938902	8939510	-
FBgn0011881	2R	8946189	8946262	-
FBgn0011909	2R	8946602	8946722	-
FBgn0011882	2R	8946891	8946964	+
FBgn0011883	2R	8947192	8947265	+
FBgn0011884	2R	8947684	8947757	+
FBgn0011885	2R	8948000	8948073	+
FBgn0011910	2R	8948575	8948701	+
FBgn0050065	2R	8949002	8949667	+
FBgn0019928	2R	8950119	8950901	+
FBgn0050061	2R	8950989	8952704	-
FBgn0050509	2R	8953773	8953846	+
FBgn0013765	2R	8955218	8966392	-
FBgn0050062	2R	8961624	8962245	-
FBgn0033840	2R	8966571	8969300	+
FBgn0000119	2R	8969540	8999125	-
FBgn0033842	2R	8999417	9001303	-
FBgn0040477	2R	9001508	9002537	+
FBgn0033844	2R	9002574	9010776	-
FBgn0004638	2R	9011129	9018744	-
FBgn0033845	2R	9018708	9022008	+
FBgn0033846	2R	9022349	9029019	+
FBgn0024556	2R	9023465	9025240	+
FBgn0053528	2R	9029034	9048896	-
FBgn0033848	2R	9031166	9033353	+
FBgn0033850	2R	9037671	9039208	+
FBgn0033851	2R	9041386	9041811	+
FBgn0011896	2R	9051952	9052024	-
FBgn0033853	2R	9053276	9062895	-
FBgn0053156	2R	9063050	9068313	-
FBgn0014877	2R	9069989	9071516	+
FBgn0033855	2R	9071800	9073254	+
FBgn0033856	2R	9074452	9076012	+
FBgn0033857	2R	9087291	9090136	-
FBgn0027581	2R	9096473	9109243	-
FBgn0033859	2R	9109556	9112470	+
FBgn0033860	2R	9112584	9114657	+
FBgn0033861	2R	9124572	9125085	-
FBgn0000633	2R	9138995	9265284	+
FBgn0033862	2R	9177402	9179505	-
FBgn0033863	2R	9181021	9183586	+
FBgn0033864	2R	9183643	9187226	+
FBgn0033865	2R	9207707	9209276	-
FBgn0033866	2R	9271251	9274764	+
FBgn0033867	2R	9285822	9303712	+
FBgn0033868	2R	9294031	9296152	-
FBgn0033869	2R	9310710	9321143	+
FBgn0033870	2R	9321381	9335482	+
FBgn0000662	2R	9335531	9340461	-
FBgn0033871	2R	9340799	9341484	+
FBgn0033872	2R	9342282	9348821	+
FBgn0033873	2R	9349761	9350995	-
FBgn0033874	2R	9352328	9355271	+
FBgn0033875	2R	9355983	9357650	+
FBgn0033876	2R	9357657	9362159	-
FBgn0050484	2R	9362760	9365396	+
FBgn0050485	2R	9365789	9368898	+
FBgn0033879	2R	9368854	9370255	-
FBgn0033880	2R	9370644	9371659	-
FBgn0033881	2R	9372050	9374624	-
FBgn0033882	2R	9374864	9376344	+
FBgn0033883	2R	9376255	9377909	-
FBgn0033884	2R	9377919	9380067	+
FBgn0013733	2R	9380132	9458017	-
FBgn0033885	2R	9458441	9459284	-
FBgn0026611	2R	9462449	9473996	-
FBgn0053155	2R	9470106	9471576	+
FBgn0050481	2R	9470106	9471576	+
FBgn0033886	2R	9474435	9476311	-
FBgn0013770	2R	9476566	9483898	+
FBgn0020766	2R	9484254	9485809	+
FBgn0033887	2R	9485823	9487150	-
FBgn0033888	2R	9487504	9488738	-
FBgn0033889	2R	9488896	9494966	-
FBgn0033890	2R	9496272	9499381	-
FBgn0033891	2R	9499559	9500803	+
FBgn0020620	2R	9500719	9506593	-
FBgn0002643	2R	9507088	9576263	+
FBgn0050482	2R	9513179	9522197	-
FBgn0033893	2R	9544525	9545013	+
FBgn0040752	2R	9577386	9656805	-
FBgn0033896	2R	9606283	9607634	+
FBgn0033897	2R	9664165	9669026	-
FBgn0033898	2R	9669063	9673013	+
FBgn0040751	2R	9673012	9673311	-
FBgn0033899	2R	9673678	9675344	+
FBgn0033900	2R	9675295	9677134	-
FBgn0033901	2R	9677342	9678728	+
FBgn0033902	2R	9678973	9680776	-
FBgn0033903	2R	9680962	9682895	+
FBgn0033904	2R	9682983	9684101	+
FBgn0033905	2R	9684763	9686139	+
FBgn0033906	2R	9686373	9688828	+
FBgn0033907	2R	9688887	9689443	-
FBgn0000289	2R	9689585	9696396	+
FBgn0050069	2R	9701726	9713239	+
FBgn0033911	2R	9713863	9715584	-
FBgn0005613	2R	9716246	9727272	-
FBgn0050071	2R	9719520	9720170	+
FBgn0033912	2R	9730098	9731490	-
FBgn0067696	2R	9730665	9730686	-
FBgn0033913	2R	9734783	9745489	+
FBgn0033914	2R	9745483	9750311	-
FBgn0033915	2R	9750644	9754561	-
FBgn0033916	2R	9754800	9758525	+
FBgn0033917	2R	9758550	9760929	+
FBgn0010241	2R	9761829	9767460	+
FBgn0001220	2R	9767461	9771055	-
FBgn0033918	2R	9771324	9773652	+
FBgn0027538	2R	9773895	9776017	+
FBgn0033919	2R	9776067	9782777	-
FBgn0020615	2R	9783633	9785517	-
FBgn0033920	2R	9786463	9789735	+
FBgn0047303	2R	9791167	9794278	+
FBgn0028428	2R	9794382	9813771	+
FBgn0050066	2R	9804455	9805788	-
FBgn0033921	2R	9814963	9817216	-
FBgn0033922	2R	9840689	9844681	+
FBgn0033923	2R	9847258	9866670	+
FBgn0033924	2R	9867102	9870538	+
FBgn0033925	2R	9870631	9872147	-
FBgn0033926	2R	9872786	9875157	-
FBgn0033927	2R	9876167	9876864	-
FBgn0033928	2R	9876807	9877688	+
FBgn0033929	2R	9877914	9880336	+
FBgn0050070	2R	9881910	9885144	+
FBgn0050067	2R	9885227	9885887	-
FBgn0050073	2R	9886112	9886882	+
FBgn0050072	2R	9886517	9887869	+
FBgn0050074	2R	9887987	9888622	+
FBgn0033931	2R	9889435	9890194	-
FBgn0050075	2R	9890882	9891469	+
FBgn0033932	2R	9892988	9900222	+
FBgn0033933	2R	9905649	9907189	+
FBgn0033934	2R	9925074	9926274	-
FBgn0033935	2R	9926698	9928723	+
FBgn0033936	2R	9935902	9938510	+
FBgn0013725	2R	9942199	9947198	-
FBgn0033937	2R	9957102	9957894	+
FBgn0033938	2R	9963801	9964919	+
FBgn0033939	2R	9973599	9980320	+
FBgn0001332	2R	9996066	10012175	+
FBgn0024698	2R	10013552	10018336	-
FBgn0000142	2R	10018872	10027309	+
FBgn0033942	2R	10027405	10030071	-
FBgn0050197	2R	10028897	10029858	+
FBgn0020245	2R	10041434	10100184	+
FBgn0050076	2R	10059300	10060622	-
FBgn0010397	2R	10085667	10090665	-
FBgn0033943	2R	10106066	10110484	+
FBgn0019938	2R	10110470	10116060	-
FBgn0050077	2R	10116218	10116707	+
FBgn0003742	2R	10116867	10119215	-
FBgn0033945	2R	10119499	10119990	-
FBgn0053469	2R	10120556	10121038	-
FBgn0053468	2R	10121237	10121822	-
FBgn0026427	2R	10122280	10132908	-
FBgn0010638	2R	10133590	10134547	+
FBgn0033948	2R	10134658	10136175	-
FBgn0033949	2R	10144776	10145884	+
FBgn0033950	2R	10155077	10155754	-
FBgn0050477	2R	10157355	10158008	+
FBgn0033951	2R	10160134	10161034	+
FBgn0033952	2R	10171661	10173618	-
FBgn0033953	2R	10179109	10180214	-
FBgn0033954	2R	10180484	10181680	-
FBgn0033955	2R	10183279	10186201	+
FBgn0020269	2R	10186798	10228484	-
FBgn0050479	2R	10189568	10189916	-
FBgn0050480	2R	10190034	10192996	-
FBgn0033957	2R	10253582	10254151	+
FBgn0033958	2R	10255229	10260192	-
FBgn0010388	2R	10260819	10261577	+
FBgn0012042	2R	10262222	10263084	+
FBgn0041581	2R	10264086	10264938	+
FBgn0028689	2R	10265014	10267773	-
FBgn0050476	2R	10267389	10268142	+
FBgn0033960	2R	10268200	10271151	-
FBgn0033961	2R	10271384	10271936	+
FBgn0033962	2R	10271924	10272692	-
FBgn0033963	2R	10272915	10274457	-
FBgn0020767	2R	10276013	10284285	-
FBgn0033965	2R	10284605	10284910	-
FBgn0050478	2R	10284975	10285843	-
FBgn0015602	2R	10285333	10287501	+
FBgn0001319	2R	10287510	10313817	-
FBgn0033966	2R	10313142	10313525	+
FBgn0033968	2R	10323287	10324796	+
FBgn0033969	2R	10332723	10334850	-
FBgn0033970	2R	10347696	10348818	+
