Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
69	0.5667	-1921.4	-1187.8	1237	-1769.7	-1155.5	1101.2	-2445.5	-1462.1	148.46	-1855.5	-1068.4	1324.9	-2175.8	-1327.5	895.36	-1839.9	-961.31	796.3	-1726.2	-1009.2	1335.2	-1545.6	-913.39	827.76	-1718.6	-968.77	768.05	-2076.5	-1221.2	734.77	-2486.9	-1563.2	130.52	-2253.4	-1282.9	371.2	-2442.1	-1396.8	33.194	-2341.6	-1328.3	288.34	-1902.8	-1015.4	1149.6	-2165.5	-1195.1	568.36	-2364.5	-1384.8	32.154	-1924.8	-973.88	971.8	-1609.2	-961.57	883.23	-1626.9	-937.57	758.69	-2150.5	-1621.5	317.03	-1948.8	-1311.5	1207.3	-1812	-1206.4	1337.9	-2077.4	-1481.3	879.85	-1876.8	-1591.4	1191.9	-1651	-1119.9	1345.1	-2002	-1752.7	931.59	-1941.3	-1694.2	1050.8	-1912.7	-1430.1	745.69	-2259.6	-1592.8	330.38	-1856.7	-1474.1	404.13	-2141	-1686.6	202.46	-2016.1	-1565.6	370.24	-1778	-1301.2	1242.9	-1832.1	-1461	513.33	-2102.2	-1654	115.01	-1774.5	-1382.1	1244.7	-1963.4	-1655.1	954.29	-1999.3	-1753.8	1029.6	-1799.3	-1205.7	919.63	-2035	-1302.1	1122.9
70	0.5750	-1905.3	-1172.7	1237.4	-1752	-1145.4	1101.1	-2446.4	-1461.7	148.29	-1837.8	-1055.9	1324.6	-2161.5	-1314.1	894.75	-1811.2	-945.19	802.8	-1708.5	-996.24	1334	-1522.1	-895.62	856.53	-1688.4	-951.17	782.17	-2064.2	-1191.2	738.06	-2489.9	-1564.7	132.17	-2255.1	-1282.7	372.32	-2442.4	-1396.7	32.934	-2343.7	-1328.5	289.82	-1880.4	-1000.7	1152.2	-2159.9	-1189	566.63	-2364.4	-1384.7	32.067	-1897.4	-958.54	974.75	-1587.1	-947.71	904.2	-1597.8	-917.98	780.44	-2104.1	-1598.1	309.66	-1936.1	-1295.6	1210.1	-1793.9	-1193.6	1337	-2062.9	-1468.2	879.15	-1865.6	-1572.6	1217.4	-1633.2	-1106.7	1344	-1995	-1743.3	965.13	-1934.1	-1681.2	1081.4	-1897.1	-1409.8	747.51	-2215.9	-1576.4	322.23	-1821.1	-1440.8	414.18	-2086.7	-1654.4	192.05	-1972.7	-1538.5	368.16	-1762.7	-1285.9	1246	-1803.3	-1430.1	524.51	-2046.2	-1614.5	109.2	-1760.6	-1363.7	1253.6	-1953.5	-1645.8	982.55	-1994.6	-1739.1	1062.7	-1781.3	-1197.5	919.37	-2020.1	-1285.2	1123
71	0.5833	-1888.7	-1157.6	1238.3	-1733.9	-1134.7	1102.1	-2447.4	-1460.9	148.72	-1819.8	-1043.9	1325.3	-2147	-1300.3	894.41	-1782.9	-927.95	810.77	-1690.6	-983.76	1333.2	-1500.8	-876.81	881.06	-1659.9	-931.67	795.43	-2050.9	-1171.8	739.53	-2492.9	-1565.2	134.33	-2256.1	-1282.5	373.97	-2441.5	-1396	31.547	-2344.9	-1328.3	291.64	-1857.1	-986.71	1156.7	-2153.9	-1182.1	566.37	-2364	-1384.4	32.24	-1871.1	-941.64	980.82	-1564.3	-933.49	922.14	-1571	-896.83	799.85	-2057.4	-1572.8	300.65	-1921	-1279	1212	-1775.7	-1181.2	1337	-2047.7	-1454.5	878.29	-1854	-1552	1241.6	-1615	-1094.1	1343.2	-1985	-1731	995.55	-1924	-1665.1	1109.6	-1880.1	-1391	751.49	-2170.8	-1557.5	310.27	-1786.4	-1407.3	425.45	-2031.8	-1620.5	181.13	-1930.3	-1510.4	366.69	-1746.9	-1270.3	1250.2	-1775.9	-1400.5	537.51	-1990.1	-1572.6	102.96	-1746.1	-1345	1262.6	-1929.3	-1634.5	1012.8	-1986.2	-1722.1	1092.6	-1762.7	-1186.7	920.49	-2004.6	-1267.9	1122.9
72	0.5917	-1871.3	-1142.4	1239.5	-1715.8	-1122.6	1103.4	-2448.2	-1459	149.5	-1801.3	-1031.9	1326.3	-2132.3	-1285.8	894.49	-1755.9	-909.14	820.39	-1672.9	-971.37	1333.4	-1480.6	-856.53	900.65	-1632.9	-911.65	807.05	-2036	-1176.4	734.51	-2492.9	-1563	135.46	-2256	-1282.4	376.22	-2442.3	-1396.3	30.594	-2345.3	-1327.7	294.15	-1833.5	-973.19	1163	-2146.5	-1175.5	566.37	-2363.8	-1384.2	32.587	-1844.8	-924.74	989.05	-1540.1	-919.28	935.57	-1545	-875.17	815.19	-2010.5	-1544.9	290.51	-1904.9	-1261.8	1214	-1756.7	-1168.9	1338	-2031.7	-1439.5	877.16	-1841.7	-1530.5	1264.2	-1596.2	-1081.8	1343.4	-1972.6	-1716.8	1022.5	-1911.4	-1646.9	1135.2	-1862	-1373.2	757.47	-2124.8	-1535	294.84	-1753.3	-1374.4	437.32	-1975.8	-1585.1	169.61	-1889.7	-1481.1	366.08	-1730.5	-1254.4	1255.1	-1749.6	-1371.9	551.81	-1931.9	-1529.2	98.628	-1730.8	-1325.7	1271.4	-1914.6	-1617.2	1035.9	-1975.2	-1703.6	1119	-1744.2	-1176.3	921.97	-1990	-1251	1124.1
73	0.6000	-1853.3	-1126.9	1241.4	-1697.9	-1110.1	1105	-2448.4	-1456.7	151.49	-1782	-1019.8	1327.1	-2117	-1270.2	894.93	-1729.8	-888.43	831.4	-1654	-959.06	1334.6	-1459.8	-835.99	913.91	-1606.5	-890.85	816.58	-2018.4	-1162	735.46	-2492.6	-1559.9	136.85	-2254.5	-1282.5	379.52	-2443.7	-1396.4	30.507	-2344.6	-1327.5	297.53	-1809.7	-960.19	1169.7	-2137.6	-1168.9	566.28	-2363.8	-1383.9	32.674	-1818.5	-908.45	998.41	-1513	-904.72	944.24	-1519.9	-852.72	826.55	-1964.8	-1514.6	279.59	-1888	-1244.1	1216.4	-1737.1	-1157.2	1339.9	-2015.1	-1422.9	876.55	-1828.2	-1508.4	1284.2	-1576.8	-1069.5	1344.6	-1957.5	-1701.2	1045	-1896.8	-1628	1157.8	-1844.2	-1355.3	763.54	-2079.2	-1508	276.3	-1722.1	-1343.9	450.06	-1920.1	-1547.7	158.08	-1850.6	-1451	365.56	-1713.5	-1238.3	1260.6	-1724.5	-1345.2	566.54	-1872.2	-1486.2	96.634	-1714.5	-1306.1	1279.7	-1897.1	-1599.8	1057.7	-1962.9	-1683.8	1142.6	-1724.6	-1166.1	926.56	-1975.3	-1234.1	1126
74	0.6083	-1834.9	-1112.2	1244.4	-1679.4	-1099.4	1108.6	-2447.7	-1454.5	155.05	-1762.3	-1008.5	1328.8	-2100.8	-1252.6	895.19	-1704.2	-866.24	843.45	-1634.3	-947.36	1336.2	-1437.4	-816.75	920.84	-1580.7	-869.1	823.69	-2000.6	-1147.2	736.07	-2492.3	-1556.4	139.71	-2251.4	-1282.9	384.37	-2442.3	-1394.8	29.727	-2342.1	-1327.1	301.34	-1785.4	-948.31	1177.3	-2127	-1162	566.28	-2363.8	-1383.8	32.414	-1792.8	-891.29	1009.1	-1483.5	-888.95	949.09	-1495.5	-829.15	834.69	-1921	-1482.1	267.63	-1870.4	-1226.3	1218.9	-1716.8	-1146	1342.7	-1998.6	-1405.7	877.42	-1813.9	-1486.7	1301.1	-1556.6	-1056.7	1346.3	-1939.9	-1682.9	1062.1	-1880.8	-1608.6	1177.5	-1826.3	-1337.3	770.13	-2034.5	-1477	255.5	-1693	-1316	462.89	-1867.5	-1507.1	148.63	-1814.2	-1421	365.3	-1695.7	-1222.4	1266.5	-1700.7	-1320.8	581.62	-1815.2	-1442.9	93.774	-1697.3	-1287	1287.7	-1878.3	-1582.2	1076.5	-1947.1	-1662.7	1158	-1705.9	-1154.2	930.03	-1959.3	-1216.8	1128.4
75	0.6167	-1816.1	-1098.2	1248.4	-1659.3	-1088.9	1113.8	-2445.4	-1451.3	158.86	-1742.3	-997.2	1331.4	-2083.7	-1233.7	895.19	-1678.8	-843.19	855.75	-1614.2	-935.49	1338.1	-1412.1	-797.69	921.79	-1556.4	-846.13	828.8	-1982.3	-1131.4	736.41	-2491.1	-1552.6	143.78	-2246.8	-1283.5	390.87	-2440.8	-1393.4	29.294	-2338	-1326.4	306.98	-1761.2	-937.39	1185.2	-2114.3	-1155	565.94	-2363.5	-1383.7	31.98	-1767.4	-873.43	1020.4	-1453.6	-870.92	949.35	-1471.5	-805.49	838.33	-1879.2	-1448.1	254.89	-1852.3	-1209.3	1222.1	-1695.9	-1134.5	1346.2	-1981.7	-1387.5	879.85	-1799	-1465.7	1314.6	-1536.1	-1044.1	1348.5	-1920.8	-1663.4	1074.2	-1862.2	-1588.3	1189.5	-1807.6	-1319.4	777.84	-1991	-1442.2	233.31	-1666.3	-1291.3	474.76	-1817.6	-1465.2	139.88	-1780.4	-1391.7	364.35	-1677.2	-1207.2	1272.3	-1678.1	-1299.1	596.19	-1762.3	-1398.6	90.567	-1679.6	-1269.2	1295.1	-1857.8	-1564.2	1091.2	-1931.6	-1642.1	1170.2	-1687.8	-1141.3	933.23	-1942.6	-1200.4	1131.8
76	0.6250	-1796.4	-1084.1	1252.8	-1638.8	-1077.4	1119.3	-2439.5	-1446.1	162.76	-1721.8	-985.67	1334.6	-2065.5	-1214.3	895.97	-1653.8	-819.09	867.45	-1594	-923.18	1341	-1383.7	-777.93	916.59	-1534.5	-820.74	833.13	-1963.5	-1115.4	736.24	-2486.8	-1547.7	150.54	-2239.5	-1282.5	398.32	-2440.3	-1392.8	30.507	-2331.4	-1324.7	313.91	-1737.1	-926.21	1192	-2099.3	-1147.9	565.16	-2363.5	-1383.6	32.154	-1742.5	-855.32	1032.2	-1423.9	-851.25	944.33	-1448.6	-781.65	837.38	-1839.5	-1412.9	241.8	-1834	-1193	1226	-1674.8	-1122.7	1350.5	-1964.2	-1368.5	882.97	-1783.6	-1446.4	1324.6	-1515.6	-1031.8	1351.7	-1901.2	-1644.6	1083.9	-1844.6	-1568.9	1198.8	-1788.5	-1301.7	784.86	-1949.1	-1405.3	211.82	-1640.9	-1269.5	485.16	-1770.1	-1423.2	130.52	-1748.5	-1363.2	362.1	-1658	-1193.2	1277.5	-1656	-1280.1	608.67	-1712.4	-1353.3	89.181	-1661.1	-1253.5	1301.1	-1835.7	-1545.9	1101	-1916	-1621.9	1179.1	-1666.4	-1130	940.08	-1924.4	-1180.2	1134
77	0.6333	-1775.4	-1070	1257.2	-1618.4	-1065.3	1124.6	-2429.5	-1438.8	167.96	-1700.8	-973.88	1338.6	-2046.8	-1194.2	897.35	-1630.6	-794.22	879.15	-1573.3	-910.35	1345	-1353.7	-758.08	905.41	-1515.2	-794.13	836.51	-1943.6	-1098.7	736.33	-2476.5	-1539.8	160.51	-2229.8	-1279.7	407.77	-2438.1	-1392.1	33.28	-2321.1	-1321	321.62	-1713.2	-914.43	1197.8	-2081.9	-1139.8	564.72	-2363.7	-1383.6	32.847	-1718.4	-837.12	1043.6	-1394.7	-831.83	934.53	-1427.8	-757.21	833.48	-1801.7	-1377	228.37	-1815.2	-1177.4	1230.1	-1653.6	-1110.6	1355.1	-1946.4	-1349.2	886.78	-1768.8	-1429.6	1330.8	-1494.8	-1019.5	1355.2	-1876.6	-1623.3	1082	-1827.3	-1550.9	1203	-1768.7	-1284.8	791.19	-1909.9	-1368	192.57	-1616.7	-1249.4	493.22	-1725.9	-1380.5	120.81	-1718.6	-1335.7	358.02	-1638.8	-1180.7	1281.6	-1634.1	-1263.5	618.55	-1665.7	-1307.7	88.661	-1641.7	-1240	1305	-1812.6	-1528.2	1106.7	-1899.1	-1601.9	1178.2	-1646.8	-1116.6	945.97	-1906.1	-1162.3	1137.9
78	0.6417	-1754.8	-1055.9	1262.1	-1598.1	-1052.7	1129.4	-2416.9	-1430.9	176.02	-1679.3	-961.4	1343.3	-2027.4	-1173.5	898.65	-1608.9	-769.52	890.33	-1552.1	-897.53	1349.2	-1324	-739.45	888.51	-1497.9	-767.7	837.99	-1922.4	-1081.4	737.97	-2460.4	-1530.8	172.29	-2217	-1275	419.04	-2435.2	-1391.4	36.834	-2308.4	-1316	331.33	-1690.9	-901.6	1203.6	-2061.5	-1129.6	565.76	-2363.4	-1383.5	32.674	-1694.9	-819.01	1053.9	-1367.9	-813.2	920.15	-1409.6	-732.69	827.07	-1765.9	-1341.7	214.76	-1795.8	-1161.9	1233.7	-1632.6	-1098.2	1359.5	-1928.5	-1329.9	891.11	-1754.3	-1415.7	1332.8	-1473.4	-1007	1358.9	-1852.7	-1603.2	1076.8	-1809.4	-1534.3	1201.5	-1748.4	-1267.8	798.9	-1872.8	-1330.5	175.33	-1594.2	-1231.5	499.12	-1685.3	-1338.3	110.59	-1690.6	-1309.6	351.78	-1619.5	-1169.2	1284.3	-1613	-1248.8	625.91	-1623.2	-1263.2	87.534	-1622.7	-1228.8	1307.5	-1789.1	-1510.9	1107.5	-1879.6	-1581.7	1169.4	-1627.2	-1102.8	951.43	-1887.8	-1144.4	1142.3
79	0.6500	-1734.6	-1041.7	1267.2	-1578	-1039.2	1134.5	-2401.5	-1422.1	185.64	-1657.4	-948.23	1348	-2007.4	-1153.2	901.17	-1588.4	-745.6	900.21	-1530	-885.74	1353.8	-1299.4	-722.72	866.85	-1483.3	-742.05	837.21	-1900.3	-1063.7	741.18	-2439.9	-1522.3	186.07	-2201.1	-1266.6	430.48	-2431.9	-1391.6	41.254	-2293.1	-1309.4	343.12	-1669.1	-887.21	1209	-2038.8	-1117.1	568.45	-2362.8	-1383.4	32.24	-1672.2	-800.46	1063.1	-1346	-795.87	901.51	-1395	-709.03	818.92	-1733	-1307.1	201.85	-1776.7	-1147	1237	-1611.4	-1085.3	1363.4	-1910.4	-1310.6	895.71	-1740	-1404.4	1330.3	-1451.9	-994.77	1363.7	-1827.9	-1583.6	1066.4	-1790.8	-1518.8	1194.4	-1728.8	-1249.8	801.59	-1837.8	-1292.3	159.21	-1573.1	-1215.8	502.5	-1648.6	-1297.2	100.45	-1664.3	-1284.8	344.16	-1600.4	-1158.3	1286.5	-1592.3	-1235.4	630.94	-1585.8	-1221.1	85.281	-1604.4	-1219.2	1308.9	-1765	-1493.3	1102.7	-1861.2	-1563.7	1157.5	-1607.7	-1087.8	956.98	-1868.7	-1126.4	1146.6
80	0.6583	-1714	-1026.7	1271.9	-1556.6	-1025.3	1140.5	-2383.3	-1412.6	195.78	-1635.6	-934.88	1352.5	-1986.8	-1133.2	904.98	-1570	-722.63	908.01	-1507.8	-873.35	1358.7	-1281.6	-708.68	840.33	-1471.3	-718.99	834.35	-1877.5	-1045.5	744.99	-2415.7	-1513.8	202.02	-2182.8	-1255.2	441.4	-2427.5	-1393.7	48.707	-2275.1	-1300.6	355.34	-1647.1	-872.05	1214.6	-2015.8	-1101.6	572.7	-2362.1	-1383.5	32.327	-1650.1	-781.83	1071	-1329.9	-780.79	879.24	-1383.1	-686.67	809.13	-1703.6	-1274	189.97	-1757.9	-1132.4	1240.1	-1589.8	-1072.2	1367.4	-1892.2	-1291.8	900.82	-1725.6	-1394.6	1322.8	-1430.4	-981.77	1369.3	-1801.4	-1563.7	1050.2	-1771.7	-1503.8	1182.2	-1708.5	-1233.1	805.31	-1806.8	-1254.9	145.25	-1553.4	-1202.2	503.19	-1616.1	-1258.7	90.567	-1639.7	-1261.5	335.49	-1581.8	-1147.6	1288.5	-1572.1	-1223.2	633.54	-1552.9	-1182.8	82.247	-1586.6	-1210.8	1309.5	-1740.3	-1475.3	1093	-1840.4	-1547.3	1139.8	-1589.2	-1071	962.27	-1849.7	-1108.5	1150.8
81	0.6667	-1693.1	-1011.6	1276.4	-1535	-1010.9	1146.5	-2363.7	-1403.4	207.05	-1614.1	-921.97	1357	-1964.7	-1112.6	909.14	-1553.1	-701.14	913.73	-1486.8	-859.31	1364	-1267.3	-698.28	810.34	-1462.3	-698.28	830.27	-1854.5	-1027.4	748.72	-2389	-1504.5	219.53	-2162.5	-1241.5	450.58	-2420.1	-1396.5	60.667	-2254.9	-1290.1	367.12	-1624.6	-856.19	1219.8	-1994	-1083.3	578.33	-2360.1	-1383.1	34.06	-1629.1	-763.63	1078	-1319.2	-769.17	853.59	-1376.6	-665.69	799.33	-1678.2	-1243.7	179.14	-1739.2	-1118.1	1243	-1567.8	-1059.5	1371.9	-1873.8	-1273.7	906.45	-1711.5	-1385.9	1311.1	-1409	-967.99	1375.2	-1773.1	-1542.9	1029.7	-1751.2	-1488.9	1165.5	-1687.9	-1218	810.25	-1780.5	-1220.1	133.64	-1535.1	-1190.6	501.28	-1588.6	-1224.5	80.687	-1617.6	-1240.4	325.78	-1564.3	-1137.1	1290.5	-1552.6	-1212.3	633.54	-1524.3	-1149.5	78.261	-1569.4	-1202.8	1308.9	-1715	-1456.6	1079.6	-1816.3	-1531.5	1117.5	-1569	-1055.7	967.9	-1830.8	-1090.6	1155.5
82	0.6750	-1672.1	-996.59	1280.9	-1515	-995.9	1150.3	-2343.1	-1393.8	219.79	-1592.9	-909.31	1362.1	-1942.4	-1093.2	913.91	-1537.7	-681.55	917.63	-1466.4	-845.18	1369.3	-1267.3	-688.05	778.62	-1457.2	-678.43	825.25	-1831.7	-1009.4	752.88	-2362.6	-1493.5	239.03	-2140	-1224.9	456.91	-2407.8	-1398.9	75.054	-2233.1	-1277.5	377.26	-1601.7	-840.07	1224.4	-1971.8	-1063.3	583.96	-2350.8	-1384.4	37.96	-1608.8	-745.6	1084.2	-1316.3	-758.08	826.37	-1372.8	-647.23	787.55	-1657.3	-1216.6	168.83	-1720.9	-1104.1	1245.6	-1545.6	-1046.4	1376.9	-1854.2	-1255.3	911.48	-1697.5	-1377.8	1296.5	-1387.3	-953.77	1381.1	-1743.2	-1520.9	1005.4	-1729	-1473.8	1145	-1666.8	-1203.5	815.28	-1758.5	-1188.9	123.85	-1518.6	-1180.4	496.78	-1566.6	-1195.8	70.807	-1597.9	-1221.1	315.56	-1546.9	-1126.8	1292	-1534.1	-1202.7	631.37	-1500.5	-1120.9	72.974	-1552.5	-1195	1306.9	-1688.6	-1436.9	1063	-1790.5	-1515.3	1091.9	-1550.5	-1037.6	972.15	-1810.7	-1072.8	1160
83	0.6833	-1651	-981.77	1285.3	-1495.3	-981.34	1153.7	-2320.9	-1382.4	233.14	-1571.5	-896.49	1366.7	-1919.9	-1074.7	918.67	-1524.3	-663.53	919.71	-1445.3	-831.57	1374.1	-1271.3	-678.69	746.99	-1455.5	-660.15	819.35	-1808.7	-991.13	757.65	-2340.3	-1479.7	259.83	-2114.1	-1204.8	459.77	-2388.3	-1400.5	88.834	-2209	-1261.4	384.72	-1578.3	-824.03	1228.8	-1948.8	-1042.5	588.56	-2331.3	-1389.5	42.034	-1589	-728.09	1089.9	-1321	-746.38	799.77	-1373.2	-631.55	774.29	-1640.9	-1193.4	159.12	-1701.5	-1089.8	1247.2	-1523	-1033.1	1381.1	-1833.2	-1236.6	915.81	-1682.8	-1370	1278.6	-1365.4	-938.95	1386.5	-1711.6	-1497.6	978.65	-1705.1	-1457.7	1121.3	-1645.6	-1188.6	819.35	-1741	-1161.5	115.7	-1504.2	-1171.1	490.19	-1550.1	-1172.1	61.014	-1581.9	-1204.1	305.68	-1529.4	-1117	1292.6	-1516.7	-1193.8	627.39	-1481.9	-1098.3	65.607	-1535.9	-1187.6	1303.9	-1661.2	-1415.6	1042.9	-1763.3	-1497.5	1063.5	-1531.2	-1018.9	975.7	-1789.6	-1054.9	1164
84	0.6917	-1629.2	-966.69	1289.4	-1474.6	-967.03	1157.4	-2296.2	-1369.3	245.1	-1550	-883.66	1370.9	-1897.4	-1056.2	922.57	-1512.3	-647.41	920.49	-1424.2	-817.45	1378.4	-1286.1	-667.86	716.74	-1455.8	-644.46	812.94	-1785.6	-972.84	762.41	-2323.4	-1463.9	281.58	-2084.8	-1181.9	459.6	-2360.4	-1400.3	100.62	-2182.1	-1240.9	388.7	-1555.2	-808.35	1232.9	-1924.4	-1021.8	591.07	-2293	-1399.7	55.9	-1569.4	-711.28	1095	-1330.3	-735.98	774.11	-1377.3	-617.59	760.59	-1628.6	-1174.6	150.28	-1682	-1076.1	1249.1	-1500.1	-1019.6	1385.1	-1812	-1218	920.32	-1666.8	-1361.5	1257.5	-1344	-924.31	1391.4	-1678.2	-1472.1	950.22	-1679.7	-1440.1	1094.9	-1624.4	-1173.5	821.78	-1727.9	-1137.9	108.33	-1492.2	-1162.8	482.22	-1538.6	-1153.8	50.18	-1570.8	-1189.7	296.75	-1512.1	-1107	1292.6	-1500.9	-1185.3	621.84	-1468.1	-1082.5	55.814	-1519.5	-1180.7	1299.6	-1632.8	-1393.1	1020.9	-1734.2	-1477.7	1032.5	-1511.6	-1000.1	979.08	-1768.8	-1037.6	1168.4
85	0.7000	-1606.8	-951.69	1293.4	-1454.4	-952.3	1160.8	-2268.6	-1355.1	256.54	-1529.2	-870.92	1374.5	-1875.1	-1037.7	925.43	-1502.1	-633.19	920.32	-1403.5	-803.58	1382.4	-1303.9	-658.85	687.19	-1458.1	-630.07	806.61	-1762.2	-954.64	766.75	-2298.4	-1444.4	298.74	-2052.6	-1157	456.13	-2328.3	-1398.2	112.93	-2151.7	-1216.1	388.7	-1532.2	-792.83	1236.9	-1898	-1001.6	591.51	-2258.9	-1405.2	72.454	-1550.1	-695.16	1098.7	-1344.1	-726.36	750.54	-1384.6	-604.16	747.51	-1619.9	-1160.3	142.05	-1662.6	-1062.3	1251.6	-1477.3	-1006.3	1388.8	-1791.1	-1200.4	924.91	-1649.4	-1352	1233.5	-1322.7	-909.31	1395.9	-1643.2	-1444.6	921.45	-1653.4	-1420.8	1065.7	-1602.9	-1158.4	823.43	-1718.3	-1119	101.66	-1483.1	-1155.7	473.72	-1532.2	-1141.6	38.914	-1563.6	-1178.1	288.86	-1494.3	-1096.7	1291.2	-1486.7	-1177.1	614.99	-1459	-1072.1	42.987	-1503.1	-1174	1293.4	-1603.2	-1369.2	997.89	-1703.3	-1455.4	999.97	-1491.4	-982.12	982.46	-1747.6	-1020.7	1172.6
86	0.7083	-1585	-937.48	1297.2	-1434.2	-937.22	1163.8	-2239.3	-1339.6	269.45	-1508.2	-858.09	1378.3	-1852.9	-1019	927.17	-1494.2	-620.45	919.54	-1383.4	-789.8	1385.9	-1327.3	-649.31	660.93	-1463.1	-616.47	802.19	-1738.5	-936.44	769.87	-2270.7	-1423.8	320.76	-2017.4	-1130.2	449.2	-2299.3	-1393.7	130.52	-2118	-1189.4	385.06	-1509.7	-777.58	1240.5	-1868.9	-981.86	590.03	-2229.7	-1404	91.001	-1531.8	-679.91	1101.5	-1361.9	-716.48	730.09	-1395.8	-591.68	735.63	-1615	-1150.5	134.77	-1642.5	-1048	1253.1	-1455	-993.3	1392.4	-1769.8	-1182.4	928.47	-1630.2	-1341.9	1207.1	-1301.5	-893.89	1399.3	-1606.4	-1414.2	892.33	-1625.4	-1399.6	1035.2	-1580.6	-1143.6	824.47	-1713.5	-1107.1	95.941	-1476.2	-1148.3	465.23	-1530.6	-1136.3	30.42	-1558.7	-1169.4	281.15	-1476.1	-1086.2	1288.7	-1473.7	-1168.4	607.45	-1453.8	-1065.7	30.16	-1486.7	-1167.8	1285.5	-1571.4	-1343.3	974.23	-1670.8	-1430.2	966.17	-1470.5	-965.3	985.93	-1726.1	-1004.1	1175.6
87	0.7167	-1563.6	-924.39	1300.3	-1413.8	-921.97	1166.6	-2208.7	-1321.9	284.96	-1487.3	-845.61	1381.4	-1830.8	-1000.2	927.69	-1488.7	-609.1	919.11	-1364	-775.67	1388.8	-1356.2	-638.74	639.43	-1470.7	-604.42	799.85	-1715.1	-917.98	771.08	-2238.8	-1403.3	343.9	-1979.2	-1102.5	439.92	-2273.7	-1385.6	153.66	-2082.4	-1163.3	380.73	-1487.9	-762.85	1243.4	-1836.9	-961.4	586.39	-2204.3	-1396.4	111.02	-1514.1	-665.35	1103.9	-1382.3	-705.65	711.63	-1410.5	-580.5	725.23	-1616	-1146	129.48	-1621.8	-1034.7	1254.1	-1433	-980.47	1396.1	-1748.4	-1162.7	930.03	-1609.2	-1331.1	1178.9	-1280.3	-878.55	1401.8	-1568	-1380.4	862.51	-1594.9	-1375.7	1004.5	-1557.6	-1128.1	824.21	-1714.5	-1103.6	91.694	-1470.4	-1140.3	455.96	-1530.7	-1135.8	27.647	-1556.3	-1163.4	273.52	-1457.5	-1075.6	1285.4	-1461.7	-1158.5	599.13	-1452.5	-1062.6	24.874	-1469.5	-1161.4	1275.6	-1537.5	-1315.8	951.35	-1636.2	-1401.5	931.07	-1449.6	-949.01	989.66	-1704.7	-987.84	1178.2
88	0.7250	-1542.2	-911.83	1302.6	-1393.6	-907.23	1169.2	-2176.1	-1301.3	302.82	-1466.7	-833.57	1384.3	-1808.7	-980.9	926.91	-1485.4	-598.01	919.19	-1344.7	-761.81	1391.1	-1388.5	-627.99	623.57	-1480.3	-593.41	799.16	-1691.2	-899.43	770.47	-2203.9	-1381.1	366	-1939.2	-1074.5	430.48	-2247	-1371.6	177.75	-2045	-1137.8	378.82	-1466.2	-748.81	1245.6	-1803.8	-939.47	581.1	-2180.2	-1382.6	131.99	-1497.5	-651.05	1105.8	-1405.1	-695.68	701.05	-1427.8	-569.92	717.52	-1620	-1146.4	126.62	-1600.6	-1021.9	1254.4	-1411	-967.64	1399.4	-1727.8	-1143.5	930.46	-1586.4	-1319.2	1149.6	-1259.4	-863.73	1404.2	-1527.6	-1342.5	833.13	-1562.4	-1350	973.62	-1535.7	-1112.2	823.25	-1717.9	-1106.2	89.354	-1465.1	-1131.9	446.77	-1531.5	-1137.2	26.954	-1555.9	-1158.7	267.54	-1438.4	-1065.3	1281.2	-1450.3	-1147.7	589.86	-1455.5	-1062.3	27.3	-1451.7	-1154.6	1263.6	-1503.3	-1285.1	928.12	-1598.8	-1369.2	896.05	-1428.2	-930.97	992.1	-1683.7	-972.49	1180.3
